tt,BrandLocale,AV-DE,AV-EU,AV-FR,AV-IT,AV-TR,BB-AT,BB-CH,BB-DE,BB-ES,BB-FR,BB-GR,BB-IL,BB-IN,BB-IT,BB-NL,BB-RU,BB-TR,BB-ZA,BK-FR,BK-RU,EB-CZ,CL-AT,CL-BE,CL-CH,CL-CZ,CL-DE,CL-DK,CL-ES,CL-FI,CL-FR,CL-GR,CL-HU,CL-IL,CL-IN,CL-IT,CL-NL,CL-NO,CL-PL,CL-RO,CL-RU,CL-SE,CL-TR,CL-ZA,DA-BE,DA-DE,DA-FR,DA-IT,DA-NL,EL-AT,EL-BE,EL-CH,EL-CZ,EL-DE,EL-DK,EL-ES,EL-FR,EL-GR,EL-HU,EL-IL,EL-IN,EL-IT,EL-NL,EL-NO,EL-PL,EL-RO,EL-RU,EL-SE,EL-TR,EL-ZA,FM-EU,JM-EU,JM-FR,JM-ME,JM-RU,LM-AT,LM-BE,LM-CH,LM-DE,LM-ES,LM-EU,LM-FR,LM-IT,LM-PL,LM-PT,LM-RU,MC-AT,MC-BE,MC-CH,MC-CZ,MC-DE,MC-ES,MC-FR,MC-GR,MC-HU,MC-IL,MC-IN,MC-IT,MC-KSA,MC-NL,MC-NO,MC-PL,MC-RO,MC-RU,MC-TR,MC-UAE,MC-ZA,OR-DE,OR-DK,OR-EU,OR-RU,OR-TR,SB-EU,SB-GR,SB-RU,SB-TR,SB-ZA,TF-DE,TF-FR,DA-ES,AV-GR
1,CARTEMPTYMSGMOB,Bitte füge ein Produkt zu deinem Warenkorb bevor du zur Kasse gehst.,Please add a product to your shopping bag in order to checkout.,Please add a product to your shopping bag in order to checkout.,,,,,Bitte fügen Sie einen Artikel zu Ihrem Warenkorb hinzu und gehen dann weiter zur Kasse.,Añada un producto a la cesta de la compra para poder tramitar el pedido,Votre panier ne contient aucun produit.,,אנא הוסיפי מוצר לסל הקניות שלך כדי להשלים את תהליך הקנייה.,,,,,Lütfen ödeme yapmak için alışveriş sepetinize ürün ekleyin.,Please add a product to your shopping bag in order to checkout.,Votre panier ne contient aucun produit payant.,,,,,,,Bitte legen Sie einen Artikel in den Warenkorb und gehen Sie anschließend weiter zur Kasse.,,Añada un producto a la cesta de la compra para poder tramitar el pedido,Tilaa tuote lisäämällä se ostoskoriin.,Veuillez ajouter un produit à votre panier avant de procéder à la validation de votre commande.,Παρακαλούμε προσθέστε προϊόντα στο καλάθι σας για να προχωρήσετε.,,אנא הוסף מוצר לסל הקניות שלך כדי להשלים את תהליך הקנייה.,,AÃ±ada un producto a la cesta de la compra para poder tramitar el pedido,,Hvis du tidligere har lagt varer i handlekurven må du logge inn,,,"Пожалуйста, добавьте товар в корзину для оформления заказа.",Om du redan har lagt till varor i varukorgen kan du,Lütfen ödeme yapmak için alışveriş sepetinize ürün ekleyin.,Your shopping cart does not contain priced items.,Aggiungi un prodotto al tuo carrello per procedere al pagamento.,Bitte fügen Sie ein Produkt zu Ihrem Warenkorb hinzu.,,Aggiungi un prodotto al tuo carrello per procedere al pagamento.,Bitte fügen Sie ein Produkt zu Ihrem Warenkorb hinzu.,,Voeg een product aan je winkelmand toe om verder te gaan naar afrekenen.,,,Warenkorb,"Du skal lægge produkter i indkøbsvognen, inden du kan gå til betaling.",Añade un producto a la cesta de la compra para poder tramitar el pedido,Votre panier ne contient aucun produit payant.,Παρακαλούμε προσθέστε προϊόντα στο καλάθι σας για να προχωρήσετε.,,,,,,,,,"Пожалуйста, добавьте продукт в корзину, чтобы перейти к оформлению заказа.",,Lütfen ödeme yapmak için alışveriş sepetinize ürün ekleyin.,Please add a product to your shopping bag in order to checkout.,,Adicione um produto ao seu carrinho de compras para finalizar.,Votre panier ne contient aucun produit.,Please add a product to your shopping bag in order to checkout.,,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Bitte fügen Sie ein Produkt zu Ihrem Warenkorb hinzu.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,Voeg een product toe aan uw winkelwagen om te kunnen afrekenen.,,"Lege bitte ein Produkt in den Warenkorb, um den Bestellvorgang abschließen zu können.",Voeg een artikel toe aan je winkelmandje om af te rekenen.,,,Bitte fügen Sie ein Produkt zu Ihrem Warenkorb hinzu.,Añade un producto a la cesta de la compra para poder tramitar el pedido,Votre panier ne contient aucun produit payant.,"ΠΑΡΑΚΑΛΟΥΜΕ ΠΡΟΣΘΕΣΤΕ ΠΡΟΪΟΝΤΑ ΣΤΟ ΚΑΛΑΘΙ ΣΑΣ, ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ ΜΕΤΑΒΕΙΤΕ ΣΤΗΝ ΟΛΟΚΛΗΡΩΣΗ ΑΓΟΡΑΣ.",Kérlek tegyél terméket a kosaradba fizetés előtt.,אנא הוסף מוצר לסל הקניות שלך כדי להשלים את תהליך הקנייה.,Please add a product to your shopping bag in order to checkout.,,Please add a product to your shopping bag in order to checkout.,Voeg een artikel toe aan je winkelmandje om af te rekenen.,Vennligst legg et produkt i handlekurven for å gå videre til checkout.,,Te rugăm să adaugi un produs în coșul de cumpărături pentru a finaliza comanda.,"Пожалуйста, добавьте продукт в корзину, чтобы перейти к оформлению заказа.",Kasaya gitmek için lütfen sepetinize ürün ekleyin.,,Please add a product to your shopping bag in order to checkout.,Bitte fügen Sie ein Produkt zu Ihrem Warenkorb hinzu.,,Aggiungi un prodotto al tuo carrello per proseguire con la procedura di pagamento.,,,Probieren wir es noch einmal!,,,,,"Bitte füge Produkte zu deinem Warenkorb hinzu, um zur Kasse zu gehen.","Bitte füge Produkte zu deinem Warenkorb hinzu, um zur Kasse zu gehen.",,
1,MOBAddress1DDValue,,,,,,,,,,,,,,,,,ADANA,,,,,,,,,,,,,,,,,,,,,,,,,ADANA,,,,,,,,,,,,,,,,,,,,,,,,,,ADANA,,,,,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,Abha,,,,,,ADANA,,,,,,,,,,,,,,,,
1,MOBAddress2DDValue,,,,,,,,,,,,,,,,,CEYHAN,,,,,,,,,,,,,,,,,,,,,,,,,CEYHAN,,,,,,,,,,,,,,,,,,,,,,,,,,CEYHAN,,,,,Al Bateen,,,,,,,,,,,,,,,,,,,,,,,,,Abha,,,,,,CEYHAN,,,,,,,,,,,,,,,,
1,MOBCCMONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
1,MOBCCYEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
1,PCMONTHYEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,,
1,skuId1,SKU33923,SKU34071,SKU70917,,,,,SKU88561,SKU140112,SKU122960,SKU139765,SKU140139,,,,SKU135918,SKU140109,SKU87164,SKU129988,,SKU53697,SKU12414,,,,SKU13489,,SKU15724,SKU121515,SKU13037,SKU31723,,SKU13037,,SKU15724,,SKU126685,,,SKU119068,SKU133384,SKU126682,SKU12414,SKU47850,SKU42289,SKU47850,SKU47850,SKU47850,,SKU133804,,,SKU118869,SKU79304,SKU121015,SKU97231,SKU95587,,SKU114795,,SKU118860,,,,,SKU48598,,SKU144350,SKU144164,,SKU114309,SKU21485,SKU172342,,SKU101933,SKU101933,SKU101933,SKU105462,SKU101933,SKU101933,SKU119967,SKU101933,SKU101933,SKU101933,,SKU75885,SKU3033,,,SKU129818,SKU49839,SKU32057,SKU90299,SKU110270,SKU63659,SKU65806,,SKU49743,SKU3830,SKU118970,SKU101729,SKU2286,SKU106512,SKU49743,,SKU130352,SKU67212,,SKU22713,SKU78165,,SKU144603,,,,,SKU156884,SKU156884,SKU41714,
1,skuId2,SKU59421,SKU122717,SKU34095,,,,,SKU88562,SKU101351,SKU121785,SKU119245,SKU88561,,,,SKU53597,SKU139765,SKU94787,SKU115132,,SKU75864,SKU92889,,,,SKU31721,,SKU12221,SKU150243,SKU126685,SKU56826,,SKU126685,,SKU49584,,SKU62186,,,SKU119068,SKU128564,SKU139033,SKU61377,SKU176837,SKU96509,SKU176837,SKU176837,SKU176837,,SKU144353,,,SKU148947,SKU62951,SKU148985,SKU110861,SKU147539,,SKU133804,,SKU83494,,,,,SKU92151,,SKU51084,SKU31325,,SKU139200,SKU21690,SKU172342,,SKU101643,SKU101643,SKU101643,SKU117869,SKU101643,SKU101643,SKU86581,SKU101643,SKU101643,SKU101643,,SKU123392,SKU3035,,,SKU45405,SKU49836,SKU2919,SKU45405,SKU81810,SKU55528,SKU1136,,SKU114558,SKU45405,SKU118948,SKU114558,SKU92427,SKU63659,SKU2287,,SKU114558,SKU24583,,SKU81695,SKU98642,,SKU120831,,,,,SKU94080,SKU94080,SKU151029,
1,skuId3,SKU34424,SKU118390,SKU59421,,,,,SKU88581,SKU156503,SKU89419,SKU164120,SKU17965,,,,SKU89639,SKU17621,SKU88572,SKU115133,,,SKU130762,,,,SKU75865,,SKU11635,SKU61414,SKU101141,SKU11759,,SKU123193,,SKU11635,,SKU123195,,,SKU95766,SKU121561,SKU31798,SKU13926,SKU100288,SKU139254,SKU100288,SKU100288,SKU100288,,SKU151872,,,SKU150260,SKU122788,SKU66678,SKU155386,SKU106958,,SKU100543,,SKU144354,,,,,SKU111069,,SKU121706,SKU9075,,SKU106996,SKU25354,SKU156262,,SKU105541,SKU105541,SKU105541,SKU85321,SKU105541,SKU105541,SKU68372,SKU105541,SKU105541,SKU105541,,SKU123395,SKU3175,,,SKU129835,SKU51826,SKU2936,SKU10772,SKU2270,SKU114558,SKU4935,,SKU153794,SKU104762,SKU118943,SKU132078,SKU4920,SKU2280,SKU118942,,SKU130341,SKU22924,,SKU66912,SKU72003,,SKU99266,,,,,SKU130237,SKU130237,SKU41330,
1,skuId4,SKU34192,SKU34424,SKU33923,,,,,SKU89418,SKU151795,SKU87164,SKU151957,SKU18990,,,,SKU65191,SKU106323,SKU99820,SKU83110,,,SKU130767,,,,SKU46492,,SKU15783,SKU66400,SKU13870,SKU75865,,SKU54211,,SKU15783,,SKU123460,,,SKU120795,SKU92889,SKU14117,SKU62433,,SKU78015,SKU150015,,,,SKU149132,,,SKU122788,SKU91947,SKU90033,SKU150261,SKU83493,,SKU98133,,SKU72579,,,,,SKU111070,,SKU48598,SKU48595,,SKU44994,SKU137757,SKU156262,,SKU102386,SKU102386,SKU102386,SKU48997,SKU102386,SKU102386,SKU53858,SKU102386,SKU102386,SKU102386,,SKU114582,SKU1606,,,SKU3175,SKU75887,SKU72149,SKU76953,SKU42566,SKU124143,SKU3494,,SKU132078,SKU61965,SKU118959,SKU110278,SKU63072,SKU49838,SKU106513,,SKU130349,SKU22388,,SKU81696,SKU39092,,SKU158181,,,,,SKU156948,SKU156948,SKU41711,
1,skuId5,SKU70912,SKU110155,SKU105165,,,,,SKU88572,SKU76848,SKU17548,SKU156665,SKU62930,,,,SKU17284,SKU17546,SKU70408,SKU83102,,,SKU13037,,,,SKU61514,,SKU11768,SKU130763,SKU92883,SKU56826,,SKU95509,,SKU11768,,SKU123461,,,SKU95762,SKU117135,SKU31799,SKU71728,,SKU119176,SKU41711,,,,SKU142115,,,SKU111083,SKU20585,SKU123617,SKU156076,SKU155609,,SKU73260,,SKU110868,,,,,SKU111073,,SKU77449,SKU89694,,SKU58014,SKU21688,SKU172342,,SKU101933,SKU101933,SKU101933,SKU105541,SKU101933,SKU101933,SKU48997,SKU101933,SKU101933,SKU101933,,SKU137447,SKU3060,,,SKU129844,SKU100044,SKU63738,SKU76951,SKU4284,SKU2950,SKU3495,,SKU32073,,SKU118954,SKU107366,SKU3035,SKU107362,SKU113655,,SKU49839,SKU130454,,SKU97739,SKU67197,,SKU130556,,,,,SKU130424,SKU130424,SKU78015,
1,skuId6,SKU90565,SKU137364,SKU34353,,,,,SKU88561,SKU151960,SKU156638,SKU154781,SKU94795,,,,,SKU121573,SKU89418,SKU130503,,,SKU123460,,,,SKU127425,,SKU62434,SKU157319,SKU128582,SKU31720,,SKU31798,,SKU31798,,,,,,SKU117134,SKU31798,SKU62438,,SKU59030,SKU139254,,,,SKU126755,,,SKU136474,SKU44503,SKU136458,SKU94535,SKU94535,,SKU136476,,,,,,,,,SKU126757,SKU121014,,SKU107120,SKU121742,SKU172342,,SKU26766,SKU26766,SKU26766,SKU70591,SKU26766,SKU26766,,SKU26766,SKU26766,SKU26766,,SKU114594,SKU3055,,,SKU130346,SKU63079,SKU1541,SKU96139,SKU4272,SKU55522,,,SKU84181,,SKU10647,SKU1912,SKU3033,,SKU106511,,SKU130353,SKU144590,,SKU67197,,,SKU116297,,,,,SKU94242,SKU94242,SKU63975,
1,skuId7,SKU90576,SKU118390,SKU35896,,,,,SKU89418,SKU99353,SKU156639,SKU112045,SKU94801,,,,,SKU121567,SKU88573,SKU114715,,,SKU123193,,,,SKU128566,,SKU62430,SKU133406,SKU128587,SKU31725,,SKU121517,,SKU14117,,,,,,SKU117135,SKU14117,SKU126700,,SKU57927,SKU41560,,,,SKU133082,,,SKU136453,SKU92162,SKU133091,SKU9583,SKU9583,,SKU9576,,,,,,,,,SKU126758,SKU130430,,SKU58014,SKU81211,SKU107111,,SKU85761,SKU85761,SKU85761,SKU70593,SKU85761,SKU85761,,SKU85761,SKU85761,SKU85761,,SKU137444,SKU3042,,,SKU130338,SKU75887,SKU101505,SKU96149,SKU1618,SKU55518,,,SKU60014,,SKU10646,SKU1949,SKU2003,,SKU106515,,SKU45371,SKU159448,,SKU67197,,,SKU116303,,,,,SKU133517,SKU133517,SKU139254,
1,skuId8,SKU90519,SKU62968,SKU90581,,,,,SKU88572,SKU69642,SKU156640,SKU112051,SKU94802,,,,,SKU121566,SKU94795,SKU115141,,,SKU121553,,,,SKU128565,,SKU66373,SKU130487,SKU128599,SKU13287,,SKU122148,,SKU31798,,,,,,SKU130761,SKU31799,SKU72968,,SKU145647,SKU65472,,,,SKU148961,,,SKU136454,SKU92154,SKU111072,SKU159520,SKU83493,,SKU9578,,,,,,,,,SKU92147,SKU144351,,SKU121496,SKU82160,SKU107111,,SKU26767,SKU26767,SKU26767,SKU70594,SKU26767,SKU26767,,SKU26767,SKU26767,SKU26767,,SKU3983,SKU3052,,,SKU130342,SKU5118954,SKU63738,SKU96126,SKU1696,SKU55515,,,SKU155098,,SKU118948,SKU4356,SKU1687,,SKU116587,,SKU45380,SKU159447,,SKU67212,,,SKU130704,,,,,SKU112372,SKU112372,SKU41327,
1,skuId9,SKU90516,SKU137370,SKU90582,,,,,SKU156669,SKU69649,SKU156135,SKU62943,SKU132478,,,,,SKU139266,SKU156665,SKU115013,,,SKU123192,,,,SKU128564,,SKU61901,SKU50165,SKU128576,SKU13489,,SKU121553,,SKU14117,,,,,,SKU107464,SKU14119,SKU85642,,SKU62973,SKU100288,,,,SKU68820,,,SKU136463,SKU92165,SKU44632,SKU44632,SKU83494,,SKU39206,,,,,,,,,SKU155509,SKU148983,,SKU119004,SKU81210,SKU172342,,SKU119969,SKU119969,SKU119969,SKU70597,SKU119969,SKU119969,,SKU119969,SKU119969,SKU119969,,SKU45372,SKU63076,,,SKU130337,SKU57019,SKU1540,SKU96137,SKU1624,SKU79007,,,SKU3830,,SKU118945,SKU79877,SKU110238,,SKU123407,,SKU114594,SKU129742,,SKU67212,,,SKU130705,,,,,SKU132577,SKU132577,SKU100288,
1,skuId10,SKU90573,SKU34330,SKU90579,,,,,SKU156667,SKU156117,SKU156136,SKU62944,SKU70409,,,,,SKU140145,SKU156663,SKU83404,,,SKU123190,,,,SKU128571,,SKU12573,SKU128590,SKU128572,SKU13489,,SKU121561,,SKU14132,,,,,,SKU45954,SKU14120,SKU85700,,SKU139249,SKU131161,,,,SKU106958,,,SKU136480,SKU144162,SKU125322,SKU83493,SKU9584,,SKU105431,,,,,,,,,SKU132271,SKU148945,,SKU107000,SKU63624,SKU172342,,SKU54773,SKU54773,SKU54773,SKU70591,SKU54773,SKU54773,,SKU54773,SKU54773,SKU54773,,SKU3959,SKU3064,,,SKU116585,SKU2282,SKU2917,SKU96144,SKU1731,SKU55528,,,SKU60014,,SKU118943,SKU4351,SKU137440,,SKU116577,,SKU128863,SKU119882,,SKU67213,,,SKU130707,,,,,SKU94192,SKU94192,SKU62974,
1,BPACEMAIL,,,,,,,,,,,,,,,,,,,,,testcssqa01+207@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU156884,SKU62973,
1,BPACPWD,,,,,,,,,,,,,,,,,,,,,Password@123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU94080,SKU152689,
1,BAFIRSTNAME,,,,,,,,,,,,,,,,,,,,,Dont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU130237,SKU41417,
1,BALASTNAME,,,,,,,,,,,,,,,,,,,,,Ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU156948,SKU62587,
1,BADDRESS1,,,,,,,,,,,,,,,,,,,,,"V Aleji ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU130424,,
1,BADDRESS2,,,,,,,,,,,,,,,,,,,,,17025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU94242,,
1,BAZIPCODE,,,,,,,,,,,,,,,,,,,,,35002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU133517,,
1,BAPHONE,,,,,,,,,,,,,,,,,,,,,358034615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU112372,,
1,BACITY,,,,,,,,,,,,,,,,,,,,,Cheb 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU132577,,
1,CLICKINGTABTOGETBUTTONACTIVE,,,,,,,,,,,,Tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU94192,,
1,CCIDNUMBER,,,,,,,,,,,,890108566,,,,,,,,,,,,,,,,,,,,,890108566,,,,,,,,,,,,,,,,,,,,,,,,,,890108566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890108566,,,,,,,,,,,,,,,,,,,,,,,,,
1,WAITFORELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,QTYLIMIT,9,9,9,,,,,9,9,9,9,9,,,,,9,9,9,,,9,,,,9,,9,9,9,9,,9,9,9,,,,,,9,9,9,9,9,9,9,9,,9,,,9,9,9,9,9,,9,,,,,,,,,9,9,,9,9,9,,9,9,9,9,9,9,,9,9,9,,9,9,,,9,9,9,9,9,9,9,,9,,9,9,9,,9,,9,9,,9,,,9,,,,,,,,
1,FEDERALMOBILEDEVICE,,,,,,,,,,,,iPhone 11,,,,,,,,,,,,,,,,,,,,,iPhone 11,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 11,,,,,,,,,,,,,,,,,,,,,,,,,
1,alertMessageInPopup,,,,,,,,,,Supprimer,,,,,,,,,,,,,,,,,,,,,,,,,,,Er du,,,,,,,,,,,,,Weet,,,,,,,ΝΑ ΔΙΑΓΡΑΦΕΙ Η ΔΙΕΥΘΥΝΣΗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are,,,,,,,,,,,,Are,,,,,,,,,,,,,,,,,,,,,
1,ACRID1,emeataiko01@test.com,emeataiko16@test.com,emeataiko01@test.com,,,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko01@test.com,emeataiko+01@gmail.com,,,,emeataiko+01@test.com,,emeataiko+16@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko+01@test.com,,emeataiko01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko01@test.com,emeataiko01@test.com,emeataiko01@test.com,emeataiko+01@test.com,emeataiko01@test.com,,emeataiko+01@test.com,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko+01@test.com,,emeataiko+01@test.com,,,emeataiko+01@test.com,,emeataiko+01@test.com,,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko01@test.com,emeataiko01@test.com,emeataiko01@test.com,emeataiko+01@test.com,emeataiko01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko01@test.com,emeataiko01@test.com,emeataiko01@test.com,,emeataiko+01@test.com,emeataiko01@test.com,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@gmail.com,,emeataiko+01@test.com,emeataiko+01@test.com,,emeataiko+01@test.com,emeataiko+01@test.com,,,,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko+01@test.com,emeataiko01@test.com
1,ACRID2,emeataiko02@test.com,emeataiko17@test.com,emeataiko02@test.com,,,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko02@test.com,emeataiko+02@gmail.com,,,,emeataiko+02@test.com,,emeataiko+17@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko+02@test.com,,emeataiko02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko02@test.com,emeataiko02@test.com,emeataiko02@test.com,emeataiko+02@test.com,emeataiko02@test.com,,emeataiko+02@test.com,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko+02@test.com,,emeataiko+02@test.com,,,emeataiko+02@test.com,,emeataiko+02@test.com,,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko02@test.com,emeataiko02@test.com,emeataiko02@test.com,emeataiko+02@test.com,emeataiko02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko02@test.com,emeataiko02@test.com,emeataiko02@test.com,,emeataiko+02@test.com,emeataiko02@test.com,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@gmail.com,,emeataiko+02@test.com,emeataiko+02@test.com,,emeataiko+02@test.com,emeataiko+02@test.com,,,,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko+02@test.com,emeataiko02@test.com
1,ACRID3,emeataiko03@test.com,emeataiko18@test.com,emeataiko03@test.com,,,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko03@test.com,emeataiko+03@gmail.com,,,,emeataiko+03@test.com,,emeataiko+18@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko+03@test.com,,emeataiko03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko03@test.com,emeataiko03@test.com,emeataiko03@test.com,emeataiko+03@test.com,emeataiko03@test.com,,emeataiko+03@test.com,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko+03@test.com,,emeataiko+03@test.com,,,emeataiko+03@test.com,,emeataiko+03@test.com,,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko03@test.com,emeataiko03@test.com,emeataiko03@test.com,emeataiko+03@test.com,emeataiko03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko03@test.com,emeataiko03@test.com,emeataiko03@test.com,,emeataiko+03@test.com,emeataiko03@test.com,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@gmail.com,,emeataiko+03@test.com,emeataiko+03@test.com,,emeataiko+03@test.com,emeataiko+03@test.com,,,,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko+03@test.com,emeataiko03@test.com
